iter , error
1 , 0.08472452582653406
2 , 0.045995818179230236
3 , 0.032452824356054885
4 , 0.024800686328989307
5 , 0.019744088347114618
6 , 0.016170049010230184
7 , 0.013576518426427707
8 , 0.011654430837679365
9 , 0.01018610324473954
10 , 0.00902405679071083
11 , 0.008080274807373123
12 , 0.007301305472461161
13 , 0.006649330913005943
14 , 0.006096138445337008
15 , 0.005622815975980546
16 , 0.005217852580891986
17 , 0.00487259674067307
18 , 0.0045782125926566285
19 , 0.0043258289325841795
20 , 0.004107360606364656
21 , 0.0039156145519788944
22 , 0.0037440159059707106
23 , 0.003586296404004297
24 , 0.0034361777346469656
25 , 0.0032869586751942295
26 , 0.0031309434098586173
27 , 0.002958882150077159
28 , 0.0027604198723108456
29 , 0.002528847067194675
30 , 0.002275760915420295
31 , 0.0020436151632927412
32 , 0.0018666071732609168
33 , 0.001732274102120219
34 , 0.0016190765887447408
35 , 0.0015168910371591768
36 , 0.001421394332802081
37 , 0.0013304100161579365
38 , 0.0012433809707551812
39 , 0.0011614386140288144
40 , 0.0010869483153849962
41 , 0.0010222645055052147
42 , 0.000968330959074796
43 , 0.0009243288038814347
44 , 0.0008884681103110954
45 , 0.0008588914863655314
46 , 0.0008340724905092024
47 , 0.0008128542048082418
48 , 0.0007943883837221307
49 , 0.0007780644923207435
50 , 0.0007634469490278058
51 , 0.0007502269629172328
52 , 0.0007381870356443167
53 , 0.0007271725427965536
54 , 0.0007170690933910873
55 , 0.0007077877362682039
56 , 0.0006992563621974775
57 , 0.0006914138386809142
58 , 0.0006842049595948005
59 , 0.0006775768456722399
60 , 0.0006714773166568858
61 , 0.0006658546157870398
62 , 0.000660657824278422
63 , 0.0006558374669834495
64 , 0.0006513463597151194
65 , 0.0006471404673297369
66 , 0.0006431796376167856
67 , 0.0006394281625325872
68 , 0.0006358550674350386
69 , 0.000632434249832365
70 , 0.0006291443175154107
71 , 0.0006259682598973519
72 , 0.0006228929734335014
73 , 0.0006199086855603362
74 , 0.000617008467811725
75 , 0.0006141875907479239
76 , 0.0006114431248962128
77 , 0.0006087733281162518
78 , 0.0006061773702215604
79 , 0.0006036548257203236
80 , 0.0006012054826378386
81 , 0.0005988289701580907
82 , 0.0005965246624141175
83 , 0.0005942914236617577
84 , 0.000592127678956946
85 , 0.0005900311589960339
86 , 0.0005879992595947884
87 , 0.00058602861538983
88 , 0.0005841158412187615
89 , 0.000582256809088108
90 , 0.000580447739821904
91 , 0.0005786842180483335
92 , 0.0005769624507578538
93 , 0.0005752781860366153
94 , 0.000573627937260936
95 , 0.0005720078758430859
96 , 0.0005704151274373704
97 , 0.0005688462451281576
98 , 0.0005672993305030124
99 , 0.000565770975707535
100 , 0.0005642606788896319
101 , 0.0005627645798887519
102 , 0.0005612839295087744
103 , 0.0005598140049187754
104 , 0.000558357984817479
105 , 0.0005569099984739186
106 , 0.0005554753999982894
107 , 0.0005540464003486386
108 , 0.0005526319959745019
109 , 0.0005512194707696372
110 , 0.000549826589636534
111 , 0.0005484273490983142
112 , 0.0005470608897043173
113 , 0.0005456696778575731
114 , 0.0005443399807538749
115 , 0.0005429473155121105
116 , 0.0005416749186201323
117 , 0.0005402627014255985
118 , 0.0005390927352628384
119 , 0.0005376279718735939
120 , 0.0005366764711597817
