iter , error
1 , 0.09505533210094871
2 , 0.053766464244190494
3 , 0.03824664348917107
4 , 0.02878313230259122
5 , 0.022495427401862417
6 , 0.018057543588916182
7 , 0.014789613600406582
8 , 0.012306931884025731
9 , 0.010314821245574882
10 , 0.00866527175958489
11 , 0.007306117180719175
12 , 0.006221744851529671
13 , 0.005365659162001406
14 , 0.004669486654068868
15 , 0.004087026690979595
16 , 0.0035912826977085267
17 , 0.0031645889988226017
18 , 0.002796522091042728
19 , 0.0024835282805303846
20 , 0.0022263079283029847
21 , 0.0020237555296952095
22 , 0.0018688759576566104
23 , 0.0017508968328737795
24 , 0.001659304057689823
25 , 0.0015857562223554158
26 , 0.001524260622549761
27 , 0.0014707878691021432
28 , 0.0014228084392264293
29 , 0.0013788640445285356
30 , 0.0013381863312902284
31 , 0.0013004074091185478
32 , 0.001265361154534025
33 , 0.0012329810988123782
34 , 0.001203223688761657
35 , 0.001176036747265941
36 , 0.0011513398804779904
37 , 0.0011289982913267813
38 , 0.0011088815928710484
39 , 0.0010907639428733677
40 , 0.0010745110317279109
41 , 0.0010598477698136842
42 , 0.0010466312746710766
43 , 0.00103467893192126
44 , 0.0010236496706183184
45 , 0.0010138175081819089
46 , 0.0010042180435353126
47 , 0.0009960140728581157
48 , 0.0009875478819012361
49 , 0.000980321748193797
50 , 0.000974887134088507
51 , 0.0009697905344268806
52 , 0.000978014069255128
53 , 0.0009866301834883086
54 , 0.0010417056344238125
55 , 0.0011753521956542944
56 , 0.0015830255324845311
57 , 0.0021513651199748752
58 , 0.00246012510054778
59 , 0.0022779115207192837
60 , 0.0018226791672611175
61 , 0.0015539908539835897
62 , 0.0012691307497434896
63 , 0.001156631089165217
64 , 0.0010860205315598192
65 , 0.0010786280720398748
66 , 0.0011150738006138396
67 , 0.001166919680074713
68 , 0.001228451528184842
69 , 0.0012348465722317812
70 , 0.0012338483293681205
