iter , error
1 , 0.1004440287655312
2 , 0.04522298564009218
3 , 0.027326235649199025
4 , 0.018081912076929524
5 , 0.01287605334951519
6 , 0.009104946527284653
7 , 0.00647684672357391
8 , 0.005118453539266148
9 , 0.0043112840411465275
10 , 0.003732382443402003
11 , 0.0032075865385515967
12 , 0.002745269731378349
13 , 0.002417710959460938
14 , 0.0022094199847024717
15 , 0.0020819272460831815
16 , 0.001990174748923529
17 , 0.0019197532763959649
18 , 0.0018609047114727766
19 , 0.0018081740206910384
20 , 0.001753998535670274
21 , 0.0016873952525015383
22 , 0.0015802038712574087
23 , 0.001374713884333134
24 , 0.0011722918390532845
25 , 0.0011043601839585456
26 , 0.0010580015517127198
27 , 0.0010330196350501275
28 , 0.0010186580876679417
29 , 0.0010202520877433693
30 , 0.0010400081572465181
31 , 0.0011379547429068637
32 , 0.0013121536401420138
33 , 0.0012999390238982722
34 , 0.0012376439815495598
35 , 0.0011999403356903722
36 , 0.0011136267575579085
37 , 0.0010156351751932655
38 , 0.000947867236227463
39 , 0.000939117451150994
40 , 0.0009392490548008964
