iter , error
1 , 0.09806182932931722
2 , 0.05055430736641631
3 , 0.03621856619787165
4 , 0.027763041044379627
5 , 0.022143689842280302
6 , 0.01813822638462629
7 , 0.015175171696492332
8 , 0.01289240911664214
9 , 0.011082368281567898
10 , 0.009610208110469278
11 , 0.008378400344121625
12 , 0.007327529338001714
13 , 0.006427894762174038
14 , 0.00564935703477181
15 , 0.0049811492392550435
16 , 0.004432610420196304
17 , 0.003961330573291161
18 , 0.00353047293443959
19 , 0.003134597611316
20 , 0.0027856482926271395
21 , 0.0024951895614923813
22 , 0.002261269556299777
23 , 0.0020721793510506494
24 , 0.0019160610199057428
25 , 0.001784270339627895
26 , 0.001671065431820707
27 , 0.0015726804135194332
28 , 0.0014866493735720986
29 , 0.0014112412833188562
30 , 0.001345117169237447
31 , 0.001287101006827131
32 , 0.0012361196858666856
33 , 0.0011911627578714665
34 , 0.0011513311061199728
35 , 0.001115818398079988
36 , 0.0010839653687833124
37 , 0.0010551999552903158
38 , 0.0010290954305306416
39 , 0.0010052603854720126
40 , 0.0009834420637567973
41 , 0.0009633477807282347
42 , 0.000944851023448601
43 , 0.0009276793761593763
44 , 0.0009118293130737147
45 , 0.0008969599758727428
46 , 0.0008832610048667721
47 , 0.0008701688761444215
48 , 0.0008582843035711622
49 , 0.0008464600496899896
50 , 0.0008363016775539649
51 , 0.0008251430738543334
52 , 0.0008172708910083822
53 , 0.0008060878268927005
54 , 0.000803757287305125
55 , 0.0007943890468566631
56 , 0.0008173102952382941
57 , 0.0008442433629435481
58 , 0.0010217344942326286
59 , 0.0013182246877448016
60 , 0.0019024866306045199
61 , 0.00227593595455803
62 , 0.0021761448865467072
63 , 0.0018638676466854116
64 , 0.0017635330329631568
65 , 0.0015181083079812958
66 , 0.0014536010935766413
67 , 0.0012951370841459984
68 , 0.0012767122974787326
69 , 0.0011710498947863715
70 , 0.0011980066697838169
71 , 0.0011284697712334345
72 , 0.0011814848008812773
73 , 0.0011204593238151274
74 , 0.0011745567582667773
75 , 0.001110103515165094
76 , 0.001153484325763126
77 , 0.0010809940786111407
78 , 0.001121472637887324
79 , 0.0010454693399419134
80 , 0.0010860254805611386
81 , 0.001008863410185214
82 , 0.0010520459180012294
83 , 0.0009748527656004346
84 , 0.0010231800482855614
85 , 0.000946332169417814
86 , 0.0009986098471985296
87 , 0.0009218074121240635
88 , 0.000975341588013845
89 , 0.000898173726072899
90 , 0.0009510476084514581
91 , 0.0008738447075923079
92 , 0.0009243427730606922
93 , 0.0008486351383832243
94 , 0.000894247633550192
95 , 0.0008217782742581718
96 , 0.0008598282385205595
97 , 0.0007924494076791652
98 , 0.0008208206862641942
99 , 0.0007612160343002163
100 , 0.0007784071230996592
101 , 0.0007305685051005702
102 , 0.0007373047334395796
103 , 0.0007084002370690726
104 , 0.0007110694440907839
105 , 0.0007125988344094294
106 , 0.000720475452867062
107 , 0.0007513428008112693
108 , 0.0007566688831468116
109 , 0.0007837481192192714
110 , 0.0007676256930218722
111 , 0.0007682911458101553
