iter , error
1 , 0.0922398586598634
2 , 0.04868100645087334
3 , 0.03335769616647388
4 , 0.02484531170565286
5 , 0.019770918044641542
6 , 0.01643570911912798
7 , 0.013994307066010387
8 , 0.01210611678099677
9 , 0.010608186994901066
10 , 0.009398030529877498
11 , 0.008404493203845072
12 , 0.007578526021171003
13 , 0.006882519829822165
14 , 0.006286566388256325
15 , 0.005769927507135678
16 , 0.005320297481146608
17 , 0.004929717790937382
18 , 0.004590954770488046
19 , 0.004296770178359096
20 , 0.0040404413743314795
21 , 0.003816291778698793
22 , 0.003619401424609038
23 , 0.003445630128449356
24 , 0.003291660379195405
25 , 0.0031542850237040658
26 , 0.003031499335103172
27 , 0.002920948495411491
28 , 0.002820779367695261
29 , 0.0027309523676545796
30 , 0.0026469221050411202
31 , 0.0025735550163729186
32 , 0.002504732230890709
33 , 0.0024439003131571245
34 , 0.0024060247980351307
35 , 0.002337555817506093
36 , 0.0023776192212881264
37 , 0.002641639002280775
38 , 0.0028580829776991205
39 , 0.0030556224569037826
40 , 0.0033541408516984924
41 , 0.003426396493866476
42 , 0.0031431819196680176
43 , 0.003203169059668377
44 , 0.002870860615190286
45 , 0.0029325559158034646
46 , 0.0026800376385266583
47 , 0.002654391982468226
48 , 0.0025205893068711966
49 , 0.0024430106679386764
50 , 0.0023909195029875757
51 , 0.0023068401934398736
52 , 0.002291407109437505
53 , 0.002205391107869239
54 , 0.0022068056787629188
55 , 0.002118738299049693
56 , 0.0021279445497286503
57 , 0.002039744977357887
58 , 0.002051468555544933
59 , 0.0019654935790295175
60 , 0.0019762430068753912
61 , 0.0018945557322665235
62 , 0.0019019188729001895
63 , 0.0018261503908378405
64 , 0.0018285227982983094
65 , 0.0017594177458285696
66 , 0.0017555529793248854
67 , 0.0016922341700436393
68 , 0.0016803344189143658
69 , 0.001619510754312099
70 , 0.001595946937237322
71 , 0.0015311326880740603
72 , 0.0014902586191666658
73 , 0.0014139392916011286
74 , 0.0013557876223996772
75 , 0.001274066847710794
76 , 0.001217307944889844
77 , 0.0011513514416035058
78 , 0.0011102000276801518
79 , 0.0010639664662270736
80 , 0.0010367225822489068
81 , 0.0010039733682161822
82 , 0.0009878653350372062
83 , 0.0009640074471408453
84 , 0.0009575593681093606
85 , 0.0009393836164625223
86 , 0.000940444958978354
87 , 0.0009240164568341752
88 , 0.000928398737416391
89 , 0.0009089578035623461
90 , 0.0009117362187568425
91 , 0.0008863749420567749
92 , 0.00088509090457443
93 , 0.0008546845287377298
94 , 0.0008502767792718359
95 , 0.0008178447420144028
96 , 0.0008126213872402969
97 , 0.0007807816073007051
98 , 0.0007765577498321441
99 , 0.0007466609653203432
100 , 0.0007443086006541321
101 , 0.0007167510471326042
102 , 0.0007164609065893091
