iter , error
1 , 0.10873964317171324
2 , 0.054169552465680504
3 , 0.03835522192191601
4 , 0.029212692202371576
5 , 0.02309396580366804
6 , 0.018658731985203396
7 , 0.015119374509895712
8 , 0.012203480319153998
9 , 0.009992970560049101
10 , 0.008337290730799191
11 , 0.0070812276622212525
12 , 0.006093752242040077
13 , 0.005296630428371377
14 , 0.004635995333376381
15 , 0.0040640091379733605
16 , 0.003568172220948936
17 , 0.003154657232620045
18 , 0.0028171260654783785
19 , 0.002540832135873688
20 , 0.0023123396570371895
21 , 0.0021209730118000062
22 , 0.0019590884057192133
23 , 0.0018208879279111411
24 , 0.0017018249884913025
25 , 0.0015983208399691087
26 , 0.0015076037927332162
27 , 0.00142753602610779
28 , 0.0013564435744047195
29 , 0.0012929295751048923
30 , 0.0012358623608621636
31 , 0.0011843319754195696
32 , 0.0011376004492812445
33 , 0.0010950248072384178
34 , 0.0010560829551602426
35 , 0.001020324354764983
36 , 0.0009873874185618754
37 , 0.0009569351909767039
38 , 0.0009287068249939973
39 , 0.0009024439371523285
40 , 0.0008779707820594636
41 , 0.0008550728944192086
42 , 0.0008336356817117512
43 , 0.0008134679879601375
44 , 0.0007945230646722177
45 , 0.0007765982912165762
46 , 0.0007597252374628612
47 , 0.0007436538912943722
48 , 0.0007285340587904725
49 , 0.0007139995206473267
50 , 0.0007003980394448807
51 , 0.0006871265572120166
52 , 0.0006749011622868692
53 , 0.0006626509377096394
54 , 0.0006517996001970718
55 , 0.0006403809761546713
56 , 0.0006312506792664173
57 , 0.0006207571102117877
58 , 0.0006148266248769134
59 , 0.0006067470879479892
60 , 0.0006094961194334097
61 , 0.0006100473957495785
