iter , error
1 , 0.09758972251839514
2 , 0.05453798587075412
3 , 0.0340625152079819
4 , 0.02251507174904552
5 , 0.015367523273843466
6 , 0.010725413985523354
7 , 0.00805556671533027
8 , 0.006548846805628341
9 , 0.005478307474532709
10 , 0.004721508852049187
11 , 0.0040443976330706306
12 , 0.0036816324629892804
13 , 0.0032057492860580665
14 , 0.002930464610408786
15 , 0.0025454463574399507
16 , 0.002347026528643835
17 , 0.002059070692455092
18 , 0.0019107388915720325
19 , 0.0017347553909102128
20 , 0.0016298254091857774
21 , 0.00152213328392833
22 , 0.0014423341475483021
23 , 0.0013667323747831226
24 , 0.0013035184010598353
25 , 0.0012456118585325365
26 , 0.001194547445417901
27 , 0.0011480423610093265
28 , 0.0011060039198583205
29 , 0.0010675329331190744
30 , 0.001032278780102611
31 , 0.0009997778358275362
32 , 0.0009697200469096049
33 , 0.0009418120493855424
34 , 0.0009158187722227773
35 , 0.0008915341726452074
36 , 0.0008687833681644696
37 , 0.0008474144276925736
38 , 0.0008272956085690165
39 , 0.0008083117281056664
40 , 0.0007903617245207986
41 , 0.0007733564881031785
42 , 0.0007572171351443999
43 , 0.0007418735588399224
44 , 0.0007272632274655338
45 , 0.0007133301750462973
46 , 0.0007000241511885733
47 , 0.0006872999007371916
48 , 0.0006751165506874687
49 , 0.0006634370859868313
50 , 0.0006522278994452969
51 , 0.0006414584037216486
52 , 0.0006311006955520634
53 , 0.0006211292641389693
54 , 0.0006115207370249444
55 , 0.0006022536579121619
56 , 0.0005933082918095862
57 , 0.0005846664536418961
58 , 0.0005763113570703823
59 , 0.0005682274807831649
60 , 0.0005604004499316858
61 , 0.0005528169307386093
62 , 0.0005454645365926788
63 , 0.0005383317441889991
64 , 0.000531407818477277
65 , 0.0005246827453525631
66 , 0.0005181471711684093
67 , 0.0005117923482758327
68 , 0.0005056100858963717
69 , 0.0004995927057271966
70 , 0.0004937330017529854
71 , 0.0004880242038050092
72 , 0.00048245994446468644
73 , 0.00047703422895763544
74 , 0.00047174140772665183
75 , 0.00046657615140865375
76 , 0.0004615334279725356
77 , 0.00045660848180262737
78 , 0.0004517968145367173
79 , 0.0004470941674887406
80 , 0.0004424965055048836
81 , 0.0004380000021181379
82 , 0.00043360102588070257
83 , 0.00042929612776628195
84 , 0.0004250820295455609
85 , 0.00042095561304796687
86 , 0.00041691391023160465
87 , 0.0004129540939910876
88 , 0.000409073469639828
89 , 0.0004052694670095814
90 , 0.0004015396331154577
91 , 0.0003978816253396013
92 , 0.0003942932050910696
93 , 0.0003907722319033907
94 , 0.00038731665793480843
95 , 0.00038392452283939814
96 , 0.00038059394898004226
97 , 0.0003773231369568872
98 , 0.0003741103614271465
99 , 0.0003709539671942331
100 , 0.00036785236554609594
101 , 0.0003648040308243156
102 , 0.0003618074972070812
103 , 0.0003588613556905563
104 , 0.0003559642512544128
105 , 0.0003531148801984845
106 , 0.0003503119876385113
107 , 0.0003475543651499283
108 , 0.0003448408485495089
109 , 0.00034217031580547914
110 , 0.00033954168506742635
111 , 0.0003369539128080098
112 , 0.0003344059920690818
113 , 0.0003318969508053588
114 , 0.0003294258503193396
115 , 0.00032699178378157426
116 , 0.0003245938748308834
117 , 0.0003222312762494517
118 , 0.0003199031687081294
119 , 0.0003176087595775939
120 , 0.0003153472818013259
121 , 0.00031311799282663516
122 , 0.00031092017359024885
123 , 0.00030875312755518
124 , 0.0003066161797958696
125 , 0.00030450867612873394
126 , 0.0003024299822854983
127 , 0.0003003794831268397
128 , 0.0002983565818940356
129 , 0.00029636069949645166
130 , 0.00029439127383287003
131 , 0.00029244775914475556
132 , 0.00029052962539970347
133 , 0.00028863635770339907
134 , 0.0002867674557385666
135 , 0.00028492243322941074
136 , 0.0002831008174302166
137 , 0.0002813021486368272
138 , 0.00027952597971976227
139 , 0.0002777718756778838
140 , 0.00027603941321152143
141 , 0.00027432818031406506
142 , 0.00027263777588108496
143 , 0.00027096780933607374
144 , 0.00026931790027201014
145 , 0.0002676876781079212
146 , 0.0002660767817597127
147 , 0.00026448485932458306
148 , 0.00026291156777833325
149 , 0.00026135657268496805
150 , 0.0002598195479179876
151 , 0.0002583001753928238
152 , 0.00025679814480987956
153 , 0.0002553131534076884
154 , 0.0002538449057257128
155 , 0.00025239311337633724
156 , 0.0002509574948256398
157 , 0.00024953777518253647
158 , 0.00024813368599591507
159 , 0.00024674496505940844
160 , 0.0002453713562234683
161 , 0.00024401260921439916
162 , 0.00024266847946006673
163 , 0.0002413387279219764
164 , 0.00024002312093344687
165 , 0.00023872143004362214
166 , 0.0002374334318670685
167 , 0.00023615890793871272
168 , 0.000234897644573909
169 , 0.00023364943273340998
170 , 0.0002324140678930398
171 , 0.00023119134991787503
172 , 0.00022998108294074922
173 , 0.0002287830752449055
174 , 0.00022759713915062061
175 , 0.00022642309090565164
176 , 0.0002252607505793542
177 , 0.00022410994196030214
178 , 0.0002229704924573061
179 , 0.00022184223300366653
180 , 0.0002207249979645521
181 , 0.0002196186250473811
182 , 0.0002185229552150776
183 , 0.000217437832602111
184 , 0.000216363104433201
185 , 0.00021529862094458283
186 , 0.00021424423530775363
187 , 0.00021319980355559174
188 , 0.0002121651845107653
189 , 0.00021114023971634876
190 , 0.0002101248333685653
191 , 0.00020911883225157264
192 , 0.00020812210567422475
